contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
G21F_7876_V1__6937	3449	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8520_V__1416	26269	No	NA	47	16	1	Medium-quality	Genome-fragment	69.73	AAI-based (high-confidence)	0.0	1.0	
G23J_8064V__1413	30532	No	NA	29	0	19	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7937V__8164	2608	No	NA	3	2	0	Low-quality	Genome-fragment	5.69	AAI-based (high-confidence)	0.0	1.0	
MixRN7_V4__597	14468	No	NA	16	0	7	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8064V__2510	41334	No	NA	41	8	2	Medium-quality	Genome-fragment	85.4	AAI-based (medium-confidence)	0.0	1.0	
AZT2_V__6588	3660	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAH14_V__4024	6557	No	NA	5	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8399_V__2814	46773	No	NA	62	7	1	High-quality	High-quality	93.25	AAI-based (high-confidence)	0.0	1.0	
BAH1_V__2414	17954	No	NA	22	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZC3_V__6136	5522	No	NA	6	0	5	Low-quality	Genome-fragment	2.0	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
AZR1_V__6425	6901	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZV1_V__3534	22679	No	NA	21	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
MixMS20_V8__774	4373	No	NA	6	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G18F_V6__7041	3100	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8418_V__175	12061	No	NA	13	0	0	Low-quality	Genome-fragment	25.9	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
G23J_8062V__2957	66730	No	NA	92	40	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	contig >1.5x longer than expected genome length
BAX2_V__2681	2714	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7947_V5__8335	52300	Yes	39068	50	21	7	Medium-quality	Genome-fragment	76.1	AAI-based (medium-confidence)	25.3	1.0	
BAL2_V__4598	20986	No	NA	28	11	4	Medium-quality	Genome-fragment	56.04	AAI-based (high-confidence)	0.0	1.0	
G01M_8590_V__7544	64134	No	NA	90	14	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
G01M_8399_V__1283	87191	No	NA	85	9	0	High-quality	High-quality	93.59	AAI-based (high-confidence)	0.0	1.0	
BBN3_V__2739	2872	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8337_V__4594	2915	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8337_V__5955	93698	No	NA	99	1	33	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
BBN1_V__7389	2820	No	NA	7	0	0	Low-quality	Genome-fragment	4.15	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
BBD0_V__2313	26502	No	NA	32	17	0	Low-quality	Genome-fragment	34.96	AAI-based (high-confidence)	0.0	1.0	
BBN3_V__10312	4497	No	NA	9	0	1	Low-quality	Genome-fragment	8.97	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G23J_7936V__7243	3304	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZE2_V__862	13311	Yes	9183	5	1	1	Low-quality	Genome-fragment	8.66	AAI-based (medium-confidence)	31.01	1.0	
G21F_7878_V2__1779	9057	Yes	6903	9	1	1	Low-quality	Genome-fragment	14.64	AAI-based (medium-confidence)	23.78	1.0	
BAY6_V__8899	6692	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7878_V2__361	2957	No	NA	5	2	0	Low-quality	Genome-fragment	6.79	AAI-based (high-confidence)	0.0	1.0	
BAX4_V__7050	29504	No	NA	33	0	18	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAH1_V__933	13876	No	NA	18	1	7	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
G01M_8653_V__1304	3080	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7878_V2__1629	3679	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8062V__2415	59674	No	NA	78	1	21	Low-quality	Genome-fragment	35.28	HMM-based (lower-bound)	0.0	1.0	
G03J_7875_V2__162	65575	Yes	32972	81	23	23	Medium-quality	Genome-fragment	85.35	AAI-based (high-confidence)	49.72	1.0	contig >1.5x longer than expected genome length
G01M_8399_V__5110	30487	No	NA	48	20	0	Medium-quality	Genome-fragment	69.66	AAI-based (high-confidence)	0.0	1.0	
G01M_8190_V__9666	11932	No	NA	7	0	7	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8190_V__3307	8981	No	NA	13	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7937V__5195	5187	No	NA	4	3	0	Low-quality	Genome-fragment	12.9	AAI-based (medium-confidence)	0.0	1.0	
G21F_7878_V2__8785	12775	No	NA	29	6	0	Low-quality	Genome-fragment	35.65	AAI-based (high-confidence)	0.0	1.0	
G23J_7937V__4583	3287	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8064V__7925	6637	No	NA	8	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZS2_V__1526	4230	No	NA	12	3	0	Low-quality	Genome-fragment	11.66	AAI-based (high-confidence)	0.0	1.0	
BAL2_V__6085	48357	No	NA	49	1	17	Medium-quality	Genome-fragment	73.17	HMM-based (lower-bound)	0.0	1.0	
BAX1_V__10204	3304	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8653_V__6240	15457	No	NA	31	3	0	Low-quality	Genome-fragment	37.15	AAI-based (medium-confidence)	0.0	1.0	
G21F_7878_V2__3908	4932	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G18F_V9__4362	2721	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZS1_V__5051	5288	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J7928V2__1239	34894	No	NA	52	31	1	Medium-quality	Genome-fragment	72.39	AAI-based (medium-confidence)	0.0	1.0	
BAH14_V__1544	39316	No	NA	57	23	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
BAC7_V__2597	3720	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G03J_7944_V3__2093	45671	No	NA	66	38	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
G23J_7936V__7042	12357	No	NA	19	15	1	Low-quality	Genome-fragment	31.27	AAI-based (high-confidence)	0.0	1.0	
G01M_8190_V__6617	43906	No	NA	39	0	19	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8064V__7561	3211	No	NA	6	0	0	Low-quality	Genome-fragment	7.73	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G01M_8399_V__239	13372	No	NA	13	0	8	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__3069	14270	No	NA	21	7	0	Low-quality	Genome-fragment	45.57	HMM-based (lower-bound)	0.0	1.0	
G18F_V11__9760	2897	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7937V__121	3345	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAX3_V__1332	3484	No	NA	4	2	0	Low-quality	Genome-fragment	8.73	AAI-based (high-confidence)	0.0	1.0	
MixSK11_V6__2763	3046	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected; low-confidence DTR
G01M_8405_V__3359	3316	No	NA	3	2	0	Low-quality	Genome-fragment	8.48	AAI-based (medium-confidence)	0.0	1.0	
G21F_7878_V2__1729	4050	No	NA	6	0	1	Low-quality	Genome-fragment	6.9	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
BAH4_V__170	9203	No	NA	6	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8588_V__207	25380	No	NA	35	25	0	Medium-quality	Genome-fragment	64.66	AAI-based (high-confidence)	0.0	1.0	
G01M_8418_V__108	184907	No	NA	214	4	104	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
AWG0_V__2881	4524	No	NA	7	1	0	Low-quality	Genome-fragment	11.71	AAI-based (high-confidence)	0.0	1.0	
BAY6_V__10154	40124	No	NA	61	12	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
G01M_8590_V__3187	4149	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8418_V__4498	2506	No	NA	2	0	1	Low-quality	Genome-fragment	6.4	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
BBN1_V__424	2927	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAX3_V__2013	15811	No	NA	14	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZS2_V__2556	9249	No	NA	12	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7943V__3119	5602	No	NA	11	0	0	Low-quality	Genome-fragment	6.57	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G21F_7947_V5__10021	2960	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8418_V__6477	3279	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8399_V__4001	4044	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8768_V__6533	205932	Yes	21440	228	19	127	Low-quality	Genome-fragment	30.53	HMM-based (lower-bound)	89.59	1.0	
BAX6_V__2377	3547	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7878_V2__9902	2547	No	NA	3	0	1	Low-quality	Genome-fragment	4.05	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G01M_8653_V__3753	3276	No	NA	7	3	0	Low-quality	Genome-fragment	8.91	AAI-based (medium-confidence)	0.0	1.0	
AZB4_V__250	2731	No	NA	3	0	3	Low-quality	Genome-fragment	6.5	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
G01M_8653_V__719	2858	No	NA	4	0	3	Low-quality	Genome-fragment	6.8	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
G23J_8066V__5325	153917	No	NA	202	16	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
AZB4_V__5495	3829	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8337_V__4633	3516	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8196V__1251	33268	No	NA	27	0	19	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAY1_V__3384	3093	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8590_V__5621	5744	No	NA	8	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8519_V__188	35406	No	NA	34	0	24	Low-quality	Genome-fragment	20.6	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
G21F_7878_V2__1676	3837	No	NA	1	0	1	Low-quality	Genome-fragment	4.34	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G01M_8653_V__6979	3454	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7937V__8683	2675	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7946_V4__7991	2703	No	NA	4	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__1208	6668	No	NA	9	6	0	Low-quality	Genome-fragment	13.68	AAI-based (high-confidence)	0.0	1.0	
BAY6_V__8342	3301	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8190_V__5255	4293	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8064V__2724	6138	No	NA	6	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8197_V__1853	40494	No	NA	72	15	2	High-quality	High-quality	94.33	AAI-based (high-confidence)	0.0	1.0	
G01M_8519_V__833	13006	No	NA	16	11	0	Low-quality	Genome-fragment	37.87	AAI-based (high-confidence)	0.0	1.0	
BAX6_V__1439	3773	No	NA	3	2	0	Medium-quality	Genome-fragment	61.85	AAI-based (high-confidence)	0.0	1.0	
BAY4_V__9637	3276	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAX2_V__1028	2700	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8064V__785	3123	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBD2_V__9685	5464	No	NA	13	6	0	Low-quality	Genome-fragment	9.79	AAI-based (high-confidence)	0.0	1.0	
BAC3_V__9836	2766	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7936V__7443	8184	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7878_V2__8636	4450	No	NA	7	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__6267	14919	No	NA	20	7	0	Low-quality	Genome-fragment	46.19	HMM-based (lower-bound)	0.0	1.0	
AZB1_V__378	4237	No	NA	9	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected; low-confidence DTR
AZO9_V__2207	4917	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZB1_V__1296	16666	No	NA	25	9	0	Medium-quality	Genome-fragment	54.31	HMM-based (lower-bound)	0.0	1.0	
BBN1_V__3969	3027	No	NA	5	0	2	Low-quality	Genome-fragment	13.25	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
BBN1_V__1043	43724	No	NA	56	0	8	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7937V__2525	2666	No	NA	7	0	0	Low-quality	Genome-fragment	4.12	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G23J_7940V__2110	80776	No	NA	113	48	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	contig >1.5x longer than expected genome length
BAD1_V__45	7613	No	NA	10	7	0	Low-quality	Genome-fragment	20.19	AAI-based (high-confidence)	0.0	1.0	
G21F_7876_V1__2826	3325	No	NA	4	0	2	Low-quality	Genome-fragment	1.69	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
AZC3_V__8573	2705	No	NA	3	0	2	Low-quality	Genome-fragment	1.55	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
BAC3_V__2033	35033	No	NA	53	15	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
BAY6_V__5918	7136	No	NA	9	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8337_V__5549	277043	Yes	33924	331	23	104	Low-quality	Genome-fragment	29.66	HMM-based (lower-bound)	87.75	1.0	low-confidence Provirus
G03J_7879_V5__1517	46070	No	NA	74	34	0	Complete	High-quality	100.0	DTR (medium-confidence)	0.0	1.0	
BAF7_V__293	9414	No	NA	10	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAL2_V__6185	15137	No	NA	15	0	15	Low-quality	Genome-fragment	2.83	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
BAL2_V__10203	2562	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8062V__723	2961	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAD2_V__4887	17861	No	NA	25	8	0	Medium-quality	Genome-fragment	78.28	AAI-based (medium-confidence)	0.0	1.0	
G21F_7876_V1__7667	13598	No	NA	16	4	0	Low-quality	Genome-fragment	35.04	AAI-based (high-confidence)	0.0	1.0	
AZV1_V__43	2511	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAL2_V__5642	34981	No	NA	32	0	24	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7946_V4__10189	2766	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8062V__1308	3749	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAX4_V__5799	3325	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAH1_V__5043	3880	No	NA	5	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__9437	5553	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8418_V__8675	38971	No	NA	60	1	19	Medium-quality	Genome-fragment	73.04	AAI-based (medium-confidence)	0.0	1.0	
G01M_8337_V__7309	8760	No	NA	10	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7936V__5482	5926	No	NA	13	0	0	Low-quality	Genome-fragment	3.27	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G23J_8064V__2942	10037	No	NA	8	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBN3_V__4347	2968	No	NA	4	0	1	Low-quality	Genome-fragment	2.98	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
G03J_7869_V4__1555	33172	No	NA	51	25	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
AWG0_V__1571	5323	No	NA	7	3	0	High-quality	High-quality	98.41	AAI-based (high-confidence)	0.0	1.0	
G21F_7878_V2__8927	2573	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7878_V2__7047	3657	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAW1_V__9647	15570	No	NA	14	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AWG6_V__743	87541	No	NA	84	7	0	Complete	High-quality	100.0	DTR (medium-confidence)	0.0	1.0	
AWG0_V__305	22992	No	NA	34	7	1	Low-quality	Genome-fragment	47.5	AAI-based (medium-confidence)	0.0	1.0	
G21F_7947_V5__5546	65038	No	NA	58	0	44	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8588_V__3201	2728	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8337_V__7839	8289	No	NA	11	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__3060	7237	No	NA	7	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAJ2_V__6883	7282	No	NA	15	14	0	Low-quality	Genome-fragment	23.65	AAI-based (high-confidence)	0.0	1.0	
G23J_7940V__5366	4184	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8064V__5861	16727	No	NA	14	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7878_V2__10208	8993	No	NA	17	4	1	Low-quality	Genome-fragment	11.78	AAI-based (high-confidence)	0.0	1.0	
BAM1_V__1759	2735	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAS3_V__8100	7320	No	NA	4	1	0	Low-quality	Genome-fragment	12.64	AAI-based (high-confidence)	0.0	1.0	
G21F_7946_V4__4863	33350	No	NA	35	0	18	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAD2_V__418	122975	No	NA	104	0	82	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBD1_V__305	55320	Yes	23232	54	8	14	Low-quality	Genome-fragment	48.0	AAI-based (medium-confidence)	58.0	1.0	
G01M_8418_V__5536	12638	No	NA	18	14	0	Low-quality	Genome-fragment	31.66	AAI-based (medium-confidence)	0.0	1.0	
MixRN7_V4__2765	12916	No	NA	20	6	0	Medium-quality	Genome-fragment	66.28	AAI-based (medium-confidence)	0.0	1.0	
BCL5_V__2876	83185	No	NA	127	69	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	contig >1.5x longer than expected genome length
BAH14_V__10315	3254	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8520_V__7821	2700	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAY9_V__6135	7025	No	NA	7	4	0	Low-quality	Genome-fragment	22.31	HMM-based (lower-bound)	0.0	1.0	
BBD0_V__10069	51116	No	NA	77	26	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
AZE2_V__41	34245	No	NA	58	15	2	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
BAX2_V__9937	4624	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBN3_V__7502	10581	No	NA	13	0	9	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8190_V__1012	6765	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8519_V__661	2674	No	NA	5	3	0	Low-quality	Genome-fragment	5.7	AAI-based (high-confidence)	0.0	1.0	
G01M_8190_V__493	4992	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAW1_V__5476	57839	No	NA	58	0	10	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8396_V__4915	20837	No	NA	28	9	0	Low-quality	Genome-fragment	45.87	AAI-based (medium-confidence)	0.0	1.0	
BAH14_V__5	45628	No	NA	61	29	1	High-quality	High-quality	97.25	AAI-based (high-confidence)	0.0	1.0	
G23J_8064V__5481	3214	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8653_V__3859	2500	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__232	2796	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__2034	6898	No	NA	9	3	0	Low-quality	Genome-fragment	24.76	HMM-based (lower-bound)	0.0	1.0	
G23J7927V1__2675	44027	No	NA	52	12	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
BAM2_V__5409	43283	No	NA	89	83	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
BAJ6_V__7402	6060	No	NA	8	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBN3_V__546	11878	No	NA	13	1	7	Low-quality	Genome-fragment	16.83	HMM-based (lower-bound)	0.0	1.0	
G23J_8067V__1164	2922	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBD2_V__501	13381	No	NA	17	1	0	Low-quality	Genome-fragment	31.66	AAI-based (medium-confidence)	0.0	1.0	
BAL2_V__4951	34627	No	NA	43	1	5	Low-quality	Genome-fragment	18.78	HMM-based (lower-bound)	0.0	1.0	
G23J_8060V__3181	5048	Yes	2106	10	2	1	Low-quality	Genome-fragment	6.03	AAI-based (high-confidence)	58.28	1.0	
G01M_8418_V__6479	2682	No	NA	5	3	0	Low-quality	Genome-fragment	3.96	HMM-based (lower-bound)	0.0	1.0	
AZK1_V__6367	9910	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZP2_V__2051	14930	No	NA	19	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8520_V__658	91674	No	NA	159	30	2	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
AWG0_V__9745	12783	No	NA	15	7	0	Low-quality	Genome-fragment	40.3	HMM-based (lower-bound)	0.0	1.0	
BAY1_V__1265	2629	No	NA	2	0	2	Low-quality	Genome-fragment	0.77	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
G21F_7878_V2__5843	20881	No	NA	34	14	0	Low-quality	Genome-fragment	43.25	AAI-based (high-confidence)	0.0	1.0	
BBD1_V__4838	24543	No	NA	28	0	8	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZR1_V__107	2732	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAX1_V__3082	42575	No	NA	65	27	0	High-quality	High-quality	97.13	AAI-based (medium-confidence)	0.0	1.0	
G01M_8399_V__7895	9809	No	NA	11	6	0	Medium-quality	Genome-fragment	52.62	AAI-based (medium-confidence)	0.0	1.0	
BBN1_V__829	3091	No	NA	4	0	3	Low-quality	Genome-fragment	0.9	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G23J_8067V__1092	98043	No	NA	163	15	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
G18F_V18__1058	43727	No	NA	68	17	1	High-quality	High-quality	97.42	AAI-based (high-confidence)	0.0	1.0	
G23J_7940V__4613	4555	No	NA	8	1	2	Low-quality	Genome-fragment	5.64	HMM-based (lower-bound)	0.0	1.0	
BAH1_V__6709	17513	No	NA	23	21	0	Medium-quality	Genome-fragment	56.87	AAI-based (high-confidence)	0.0	1.0	
BAX4_V__9438	3004	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAL2_V__5763	29872	No	NA	30	0	22	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBD0_V__4788	3313	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__4017	4379	No	NA	4	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAS3_V__10317	2860	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAH14_V__3045	24485	No	NA	29	1	9	Low-quality	Genome-fragment	15.36	HMM-based (lower-bound)	0.0	1.0	
G01M_8396_V__9366	45601	No	NA	68	23	1	Complete	High-quality	100.0	DTR (medium-confidence)	0.0	1.0	
BAF7_V__162	132166	Yes	38170	155	28	68	Medium-quality	Genome-fragment	69.93	HMM-based (lower-bound)	71.12	1.0	>1 viral region detected
